Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-22 09:30:00-04:00,188.17999267578125,188.75,187.927001953125,187.927001953125,930969,0.0,0.0
2024-10-22 09:31:00-04:00,187.94000244140625,187.9600067138672,187.27999877929688,187.3249969482422,214386,0.0,0.0
2024-10-22 09:32:00-04:00,187.30499267578125,187.49000549316406,187.02999877929688,187.0399932861328,142552,0.0,0.0
2024-10-22 09:33:00-04:00,187.0500030517578,187.33999633789062,186.97500610351562,187.24000549316406,149479,0.0,0.0
2024-10-22 09:34:00-04:00,187.24000549316406,187.28990173339844,187.0,187.27999877929688,193712,0.0,0.0
2024-10-22 09:35:00-04:00,187.27000427246094,187.5,187.1199951171875,187.44970703125,154743,0.0,0.0
2024-10-22 09:36:00-04:00,187.43499755859375,187.64999389648438,187.32009887695312,187.4499969482422,109743,0.0,0.0
2024-10-22 09:37:00-04:00,187.44979858398438,187.67999267578125,187.42010498046875,187.58639526367188,98349,0.0,0.0
2024-10-22 09:38:00-04:00,187.5601043701172,187.69000244140625,187.47999572753906,187.69000244140625,71099,0.0,0.0
2024-10-22 09:39:00-04:00,187.67999267578125,187.92999267578125,187.66000366210938,187.74000549316406,67442,0.0,0.0
2024-10-22 09:40:00-04:00,187.72999572753906,187.85400390625,187.58009338378906,187.6320037841797,78328,0.0,0.0
2024-10-22 09:41:00-04:00,187.6300048828125,187.7574005126953,187.52279663085938,187.7100067138672,52355,0.0,0.0
2024-10-22 09:42:00-04:00,187.7550048828125,188.02000427246094,187.74200439453125,187.96499633789062,79533,0.0,0.0
2024-10-22 09:43:00-04:00,187.95480346679688,188.0800018310547,187.92550659179688,187.94000244140625,71345,0.0,0.0
2024-10-22 09:44:00-04:00,187.92999267578125,188.0,187.89990234375,187.9199981689453,37816,0.0,0.0
2024-10-22 09:45:00-04:00,187.9320068359375,188.39999389648438,187.91000366210938,188.38999938964844,75722,0.0,0.0
2024-10-22 09:46:00-04:00,188.4199981689453,188.66000366210938,188.38999938964844,188.5,127109,0.0,0.0
2024-10-22 09:47:00-04:00,188.4600067138672,188.52999877929688,188.38999938964844,188.4001007080078,64682,0.0,0.0
2024-10-22 09:48:00-04:00,188.44000244140625,188.60000610351562,188.42999267578125,188.47999572753906,42418,0.0,0.0
2024-10-22 09:49:00-04:00,188.4665985107422,188.6199951171875,188.42999267578125,188.61270141601562,71421,0.0,0.0
2024-10-22 09:50:00-04:00,188.5800018310547,188.77999877929688,188.4600067138672,188.4884033203125,78028,0.0,0.0
2024-10-22 09:51:00-04:00,188.47999572753906,188.57000732421875,188.27000427246094,188.27000427246094,118656,0.0,0.0
2024-10-22 09:52:00-04:00,188.2740020751953,188.47999572753906,188.1300048828125,188.25,64860,0.0,0.0
2024-10-22 09:53:00-04:00,188.2550048828125,188.63999938964844,188.21009826660156,188.63999938964844,80764,0.0,0.0
2024-10-22 09:54:00-04:00,188.7100067138672,189.0312957763672,188.7100067138672,188.9600067138672,145225,0.0,0.0
2024-10-22 09:55:00-04:00,188.96710205078125,189.0,188.7200927734375,188.85499572753906,86903,0.0,0.0
2024-10-22 09:56:00-04:00,188.83999633789062,188.8699951171875,188.72999572753906,188.85499572753906,47039,0.0,0.0
2024-10-22 09:57:00-04:00,188.83999633789062,188.85000610351562,188.73890686035156,188.77000427246094,48434,0.0,0.0
2024-10-22 09:58:00-04:00,188.75,188.8498992919922,188.58999633789062,188.6376953125,76852,0.0,0.0
2024-10-22 09:59:00-04:00,188.64010620117188,188.8000030517578,188.64010620117188,188.8000030517578,43500,0.0,0.0
2024-10-22 10:00:00-04:00,188.8000030517578,188.8498992919922,188.6009979248047,188.7100067138672,40870,0.0,0.0
2024-10-22 10:01:00-04:00,188.72669982910156,188.91000366210938,188.66079711914062,188.860107421875,57199,0.0,0.0
2024-10-22 10:02:00-04:00,188.86500549316406,188.88999938964844,188.72999572753906,188.75999450683594,74138,0.0,0.0
2024-10-22 10:03:00-04:00,188.75,188.9600067138672,188.70010375976562,188.9499969482422,48492,0.0,0.0
2024-10-22 10:04:00-04:00,188.9550018310547,189.27520751953125,188.89100646972656,189.25,160469,0.0,0.0
2024-10-22 10:05:00-04:00,189.25,189.63259887695312,189.22999572753906,189.61439514160156,161944,0.0,0.0
2024-10-22 10:06:00-04:00,189.6199951171875,189.8800048828125,189.6009979248047,189.80999755859375,202996,0.0,0.0
2024-10-22 10:07:00-04:00,189.82000732421875,190.0,189.75,189.8699951171875,347409,0.0,0.0
2024-10-22 10:08:00-04:00,189.8699951171875,190.19000244140625,189.77999877929688,190.07000732421875,155772,0.0,0.0
2024-10-22 10:09:00-04:00,190.11000061035156,190.11000061035156,189.68499755859375,189.83689880371094,132865,0.0,0.0
2024-10-22 10:10:00-04:00,189.85000610351562,189.88999938964844,189.69149780273438,189.88999938964844,87868,0.0,0.0
2024-10-22 10:11:00-04:00,189.8800048828125,189.8800048828125,189.70010375976562,189.74000549316406,90476,0.0,0.0
2024-10-22 10:12:00-04:00,189.74600219726562,189.8800048828125,189.61000061035156,189.77659606933594,98142,0.0,0.0
2024-10-22 10:13:00-04:00,189.77200317382812,189.94000244140625,189.77200317382812,189.88999938964844,60637,0.0,0.0
2024-10-22 10:14:00-04:00,189.8800048828125,190.4553985595703,189.8800048828125,190.43800354003906,178112,0.0,0.0
2024-10-22 10:15:00-04:00,190.43389892578125,190.5500030517578,190.39010620117188,190.50999450683594,146003,0.0,0.0
2024-10-22 10:16:00-04:00,190.50999450683594,190.61500549316406,190.33999633789062,190.39999389648438,155579,0.0,0.0
2024-10-22 10:17:00-04:00,190.4149932861328,190.47000122070312,190.1999969482422,190.34109497070312,134170,0.0,0.0
2024-10-22 10:18:00-04:00,190.3419952392578,190.5500030517578,190.27999877929688,190.39999389648438,116507,0.0,0.0
2024-10-22 10:19:00-04:00,190.40499877929688,190.5,190.1999969482422,190.30999755859375,65741,0.0,0.0
2024-10-22 10:20:00-04:00,190.35000610351562,190.35000610351562,189.96139526367188,190.0800018310547,114565,0.0,0.0
2024-10-22 10:21:00-04:00,190.0399932861328,190.05999755859375,189.85000610351562,189.8800048828125,98958,0.0,0.0
2024-10-22 10:22:00-04:00,189.85000610351562,189.97000122070312,189.66000366210938,189.8802947998047,118459,0.0,0.0
2024-10-22 10:23:00-04:00,189.875,189.97999572753906,189.83670043945312,189.97999572753906,50852,0.0,0.0
2024-10-22 10:24:00-04:00,189.97000122070312,190.25999450683594,189.89999389648438,190.25599670410156,111211,0.0,0.0
2024-10-22 10:25:00-04:00,190.22999572753906,190.4398956298828,190.11000061035156,190.32989501953125,88015,0.0,0.0
2024-10-22 10:26:00-04:00,190.32000732421875,190.40989685058594,190.1999969482422,190.24220275878906,84222,0.0,0.0
2024-10-22 10:27:00-04:00,190.2449951171875,190.3300018310547,190.2100067138672,190.30999755859375,35196,0.0,0.0
2024-10-22 10:28:00-04:00,190.30990600585938,190.30990600585938,190.07000732421875,190.0800018310547,52879,0.0,0.0
2024-10-22 10:29:00-04:00,190.0919952392578,190.0919952392578,189.9199981689453,189.97999572753906,62008,0.0,0.0
2024-10-22 10:30:00-04:00,190.03500366210938,190.35000610351562,190.03500366210938,190.33999633789062,65965,0.0,0.0
2024-10-22 10:31:00-04:00,190.34530639648438,190.4600067138672,190.1699981689453,190.3800048828125,68932,0.0,0.0
2024-10-22 10:32:00-04:00,190.3800048828125,190.4199981689453,190.2248992919922,190.3332061767578,55003,0.0,0.0
2024-10-22 10:33:00-04:00,190.30999755859375,190.39999389648438,190.27000427246094,190.35000610351562,59479,0.0,0.0
2024-10-22 10:34:00-04:00,190.3592071533203,190.3592071533203,190.11000061035156,190.27999877929688,66666,0.0,0.0
2024-10-22 10:35:00-04:00,190.25,190.38999938964844,190.22000122070312,190.28050231933594,47042,0.0,0.0
2024-10-22 10:36:00-04:00,190.27999877929688,190.36990356445312,190.02000427246094,190.0800018310547,44214,0.0,0.0
2024-10-22 10:37:00-04:00,190.0814971923828,190.0814971923828,189.92999267578125,190.05999755859375,63628,0.0,0.0
2024-10-22 10:38:00-04:00,190.0500030517578,190.05999755859375,189.85299682617188,189.94000244140625,49718,0.0,0.0
2024-10-22 10:39:00-04:00,189.9517059326172,190.0399932861328,189.89010620117188,189.91000366210938,31315,0.0,0.0
2024-10-22 10:40:00-04:00,189.91000366210938,189.99000549316406,189.89999389648438,189.9228057861328,21662,0.0,0.0
2024-10-22 10:41:00-04:00,189.94000244140625,190.03990173339844,189.9250030517578,189.95730590820312,30134,0.0,0.0
2024-10-22 10:42:00-04:00,189.9626007080078,189.97999572753906,189.82989501953125,189.8800048828125,33937,0.0,0.0
2024-10-22 10:43:00-04:00,189.8699951171875,189.8863983154297,189.8000030517578,189.87010192871094,44772,0.0,0.0
2024-10-22 10:44:00-04:00,189.8699951171875,189.88999938964844,189.67999267578125,189.69580078125,62704,0.0,0.0
2024-10-22 10:45:00-04:00,189.69000244140625,189.74000549316406,189.52999877929688,189.68310546875,63339,0.0,0.0
2024-10-22 10:46:00-04:00,189.6898956298828,189.7299041748047,189.61000061035156,189.625,30025,0.0,0.0
2024-10-22 10:47:00-04:00,189.63999938964844,189.65550231933594,189.42999267578125,189.44000244140625,54717,0.0,0.0
2024-10-22 10:48:00-04:00,189.42999267578125,189.49200439453125,189.40550231933594,189.4600067138672,38601,0.0,0.0
2024-10-22 10:49:00-04:00,189.46839904785156,189.6262969970703,189.44500732421875,189.5742950439453,63523,0.0,0.0
2024-10-22 10:50:00-04:00,189.56719970703125,189.7198944091797,189.54010009765625,189.7050018310547,53942,0.0,0.0
2024-10-22 10:51:00-04:00,189.70989990234375,189.8199005126953,189.67999267578125,189.80999755859375,50101,0.0,0.0
2024-10-22 10:52:00-04:00,189.8000030517578,189.97500610351562,189.76499938964844,189.9600067138672,77327,0.0,0.0
2024-10-22 10:53:00-04:00,189.9499969482422,190.0800018310547,189.9250030517578,190.04800415039062,68314,0.0,0.0
